Repo,commit_message,time,churn,insertions,deletions,files_changed
csc216-601-P2-23,b'corrected save error; BBTP\n\nSave Error\n-error fixed where Note Text was being saved as Note Author',1478205840,5,3,12,5
csc216-601-P2-23,b'attempt to address failing TS test: TrackedTicketList\n\nTrackedTicketList\n-added checks for null ticket',1478197714,2,6,17,2
csc216-601-P2-23,b'attempt to address failing TS tests: TrackedTicket; checkstyle fixes\n\n-added checks for blanks in construction\n\n',1478197009,3,7,28,3
csc216-601-P2-23,b'attempt to address failing TS tests: TrackedTicket\n\nTrackedTicket\n-added checks for null parameters in construction',1478196356,2,9,43,2
csc216-601-P2-23,b'attempt to address failing TS tests: TrackedTicket.update\n\n-added additional checks to test\n-added owner update to update()',1478192500,2,3,81,2
csc216-601-P2-23,b'attempt to address failing TS test: TrackedTicket.update\n\n-added in code to add a Note to the notes array each time a successful\ncommand is passed',1478190343,2,2,6,2
csc216-601-P2-23,b'attempt to address failing TS tests: TrackedTicketList\n\ngetTicketsByOwner() getTicketsBySubmitter\n-added throws IllegalArgumentException for null owner null submitter\n-added checks in tests too',1478189801,3,10,77,3
csc216-601-P2-23,b'implemented tests for TicketTrackerModel\n\n-updated TicketTrackerModel methods to pass tests',1478187934,3,31,304,3
csc216-601-P2-23,b'implemented TicketTrackerModel methods',1478143517,1,18,97,1
csc216-601-P2-23,b'Implemented and tested TrackedTicketList methods',1478138648,3,37,250,3
csc216-601-P2-23,b'finished implementing tests for TrackedTicketTest\n\n-implemented testGetXMLTicket()',1478130541,2,1,37,2
csc216-601-P2-23,b'added test files; finished implementing TrackedTicket\n\nTrackedTicket\n-implemented TrakedTicket(Ticket) getXMLTicket()\n-tested constructor',1478123848,26,24,564,26
csc216-601-P2-23,b'added tests for coverage in Command; added flag strings to TrackedTicket\n\nCommand\n-added tests to Enums to get 100% coverage\n\nTrackedTicket\n-replaced strings with constants for flag strings (F_DUPLICATE etc.)',1478058182,2,20,102,2
csc216-601-P2-23,b'implemented and tested methods in TrackedTicket; fixed errors\n\nTrackedTicket\n-implemented and tested for all methods except for getXMLTicket and\nTrackedTicket(Ticket)\n\n\ncleaned up checkstyle violations in the following:\n-Command\n-Note',1478055697,7,134,764,7
csc216-601-P2-23,b'implemented tests for Command and Note',1477451368,3,67,190,3
csc216-601-P2-23,b'implemented Note',1477447816,1,8,18,1
csc216-601-P2-23,b'Command class: added checks for IllegalArgumentExceptions\n\nadded checks for IllegalArgumentExceptions in the constructor',1477447327,1,0,31,1
csc216-601-P2-23,b'finished implementing Command Class',1477446431,1,11,16,1
csc216-601-P2-23,b're-copied GUI code; fixed skeleton typos; added javadoc to tests\n\nrenamed methods to match UML design and requirements in the following\nclasses\n-Command\n-TicketTrackerModel\n-TrackedTicket\n-TrackedTicketList',1477442113,9,37,43,9
csc216-601-P2-23,b'added test folder and test cases\n\n-CommandTest\n-NoteTest\n-TrackedTicketTest\n-TicketTrackerModelTest\n-TrackedTicketListTest',1477437292,6,0,442,6
csc216-601-P2-23,b'built initial skeleton; javadoc for all; added TicketXML.jar\n\nCreated the following packages their contents per the UML design\n\nticket_tracker\n-TicketTrackerModel\n-TrackedTicketList\n\ngui\n-TicketTrackerGUI\n\nticket\n-TrackedTicket\n-TicketState\n-AssignedState\n-WorkingState\n-NewState\n-ClosedState\n\ncommand\n-Command\n-Flag\n-CommandValue\n\n\n',1477435641,13,0,3748,13
csc216-601-P2-23,b'Initial commit',1470765945,0,0,0,0
csc216-601-P2-24,b'Project2 final commit: regenerated java docs\n',1478184881,70,0,14066,70
csc216-601-P2-24,b'added bbtp\n',1478184753,1,0,0,1
csc216-601-P2-24,b'fixing checkstyle warnings\n',1478123600,29,7,607,29
csc216-601-P2-24,b'attempting to fix failing state tests\n',1478097350,1,1,3,1
csc216-601-P2-24,b'attempting to fix failing state tests\n',1478097008,1,0,1,1
csc216-601-P2-24,b'attempting to fix failing state tests\n',1478096776,1,1,1,1
csc216-601-P2-24,b'attempting to fix failing state tests\n',1478096280,1,1,1,1
csc216-601-P2-24,b'attempting to fix failing state tests\n',1478096094,1,2,1,1
csc216-601-P2-24,b'attempting to fix failing state tests\n',1478095726,2,6,9,2
csc216-601-P2-24,b'attempting to fix failing TicketListTests\n',1478095059,2,2,2,2
csc216-601-P2-24,b'attempting to fix failing TicketListTests\n',1478051861,2,6,6,2
csc216-601-P2-24,b'attempting to fix failing TicketListTests\n',1478051717,1,1,1,1
csc216-601-P2-24,b'attempting to fix failing TicketListTests\n',1478051578,2,6,6,2
csc216-601-P2-24,b'attempting to fix failing TicketListTests\n',1478051074,2,7,1,2
csc216-601-P2-24,b'attempting to fix failing TicketListTests\n',1478050622,2,4,4,2
csc216-601-P2-24,b'attempting to fix failing TicketListTests and get 80%\n',1478050198,4,14,22,4
csc216-601-P2-24,b'attempting to fix failing TicketListTests\n',1478049745,1,1,0,1
csc216-601-P2-24,b'attempting to fix failing TicketListTests\n',1478049700,1,4,6,1
csc216-601-P2-24,b'attempting to fix failing tranisiton state tests\n',1478049124,4,4,4,4
csc216-601-P2-24,b'attempting to fix failing tranisiton state tests\n',1478048959,4,4,4,4
csc216-601-P2-24,b'attempting to fix failing tranisiton state tests\n',1478048649,1,6,2,1
csc216-601-P2-24,b'attempting to reach 80% coverage\n',1478048224,1,0,10,1
csc216-601-P2-24,b'attempting to reach 80% coverage\n',1478047927,2,5,14,2
csc216-601-P2-24,b'attempting to reach 80% coverage\n',1478040645,2,4,7,2
csc216-601-P2-24,b'attempting to reach 80% coverage\n',1478040451,7,80,598,7
csc216-601-P2-24,b'fixed some bugs with TrackedTicket getStateName\n',1477752613,1,6,6,1
csc216-601-P2-24,b'added some functionality/method behavior in TrackedTicket TicketTrackerModel TrackedTicketList\n',1477752042,4,96,238,4
csc216-601-P2-24,b'added method code for Note and Command and added Tests\n',1477613078,5,11,240,5
csc216-601-P2-24,b'added java comments to command enums\n',1477532953,1,0,15,1
csc216-601-P2-24,b'wrongly name method in Command class\n',1477532639,1,1,1,1
csc216-601-P2-24,b'added src/test classes and java comments\n',1477532211,17,0,3489,17
csc216-601-P2-24,b'Initial commit',1470765950,0,0,0,0
csc216-601-P2-25,b'P2P2: Final Commit: Update javadoc regenerate javadoc add javadoc',1478280329,69,161,161,69
csc216-601-P2-25,b'Add new version of BBTP',1478155682,1,0,0,1
csc216-601-P2-25,b'Adding file that was saved during testing',1478155587,1,0,1,1
csc216-601-P2-25,b'Clear checkstyle warnings in TrackedTicket',1478155105,1,2,2,1
csc216-601-P2-25,b'Fix TicketTrackerModel and TrackedTicket for writing to file',1478154976,3,0,14,3
csc216-601-P2-25,b'Add test file and add Black Box Test Plan',1478152142,2,0,14,2
csc216-601-P2-25,b'Adding generated javadoc',1477680496,70,0,14075,70
csc216-601-P2-25,b'Update TrackedTicket logic for getStateName(). Add junit tests for it',1477680357,2,16,20,2
csc216-601-P2-25,b'Fix TicketTrackerModelTest test cases',1477679162,1,3,3,1
csc216-601-P2-25,b'Fix TrackedTicketList xml counter and test cases',1477679087,2,3,11,2
csc216-601-P2-25,b'Fix junit tests for TrackeTicket',1477674998,1,4,4,1
csc216-601-P2-25,b'Update FeedbackState in TrackedTicket',1477674687,1,5,5,1
csc216-601-P2-25,b'Update TrackedTicket NewState logic',1477674098,1,9,11,1
csc216-601-P2-25,b'Update AssignedState owner logic',1477673499,1,1,5,1
csc216-601-P2-25,b'Update AssignedState transition logic',1477672775,1,0,5,1
csc216-601-P2-25,b'Update working state in TrackedTicket',1477641843,1,2,2,1
csc216-601-P2-25,b'Update NewState in TrackedTicket',1477641258,1,0,1,1
csc216-601-P2-25,b'Update addTrackedTicket() in TrackedTicketList',1477640820,1,1,1,1
csc216-601-P2-25,b'Update executeCommand() in TrackedTicketList',1477640614,1,7,2,1
csc216-601-P2-25,b'Update getTicketById() and executeCommand()',1477640452,1,2,16,1
csc216-601-P2-25,b'Update deleteTicketById',1477639566,1,1,7,1
csc216-601-P2-25,b'Revert last change in TrackedTicketList',1477639100,1,7,3,1
csc216-601-P2-25,b'Update TrackedTicketList methods with id',1477638991,1,3,7,1
csc216-601-P2-25,b'Fix getTicketsBySubmitter() in TrackedTicketList',1477638325,1,0,6,1
csc216-601-P2-25,b'Revert last change to TrackTicketList',1477637088,1,1,1,1
csc216-601-P2-25,b'Update deleteTicketById in TrackedTicketList',1477636939,1,1,1,1
csc216-601-P2-25,b'Update TicketTrackerModel and TrackedTicketTest',1477635940,2,1,5,2
csc216-601-P2-25,b'Fix null owner in getTicketsByOwner',1477635071,1,0,5,1
csc216-601-P2-25,b'Update comments and NewState in TrackedTicket',1477625706,1,28,5,1
csc216-601-P2-25,b'Update TrackedTicketConstructor for empty strings',1477624915,1,2,2,1
csc216-601-P2-25,b'Update TrackedTicket constructor and update test cases',1477624797,2,0,23,2
csc216-601-P2-25,b'Fix getXMLTicket and test case',1477624191,2,2,9,2
csc216-601-P2-25,b'Fix TicketTrackerModel logic Update TicketTrackerModelTest test cases\nFix TrackedTicketList',1477618930,3,11,16,3
csc216-601-P2-25,b'Update TicketTrackerModelTest comments',1477614719,1,9,1,1
csc216-601-P2-25,b'Implement TicketTrackerModel methods Update TrackedTicket state and\nflag methods add ticket1.xml add TicketTrackerModelTest',1477614626,4,44,351,4
csc216-601-P2-25,b'Updated TrackedTicket NewState() completed implementation of\nTrackedTicketList added test cases ',1477603769,4,3,156,4
csc216-601-P2-25,b'Update TrackedTicket constructor implement methods in TrackedTicketList',1477598283,2,7,25,2
csc216-601-P2-25,b'Add method implementations in TrackedTicketList',1477596186,1,11,12,1
csc216-601-P2-25,b'Add tests for Coverage in TrackedTicketTest',1477595205,1,0,175,1
csc216-601-P2-25,b'Fix CommandTest Fix TrackedTicket update TrackedTicketTest',1477554994,3,2,72,3
csc216-601-P2-25,b'Clear checkstyle warnings in TrackedTicket and TrackedTicketTest',1477551976,2,10,10,2
csc216-601-P2-25,b'Fix CommandTest enum test cases',1477551776,1,16,16,1
csc216-601-P2-25,b'Update coverage for Command fix TrackedTicket and update tests',1477551551,3,56,196,3
csc216-601-P2-25,b'Update TrackedTicketList constructor',1477541354,2,3,7,2
csc216-601-P2-25,b'Update TrackedTicket methods',1477465017,1,10,25,1
csc216-601-P2-25,b'Clear PMD Warnings in TicketTrackerModel TrackedTicketList and\nTrackedTicketTest',1477454187,3,13,15,3
csc216-601-P2-25,b'Update TrackedTicketTest to clear FindBugs',1477452122,1,1,1,1
csc216-601-P2-25,b'Update TrackedTicket and related test cases',1477442310,2,10,29,2
csc216-601-P2-25,b'Update implementation of TrackTicket class',1477436036,1,29,72,1
csc216-601-P2-25,b'Update constructor for TrackedTicket',1477424493,1,2,2,1
csc216-601-P2-25,b'Update TrackedTicket and implement test cases for TrackedTicket',1477358728,2,32,125,2
csc216-601-P2-25,b'Update TrackedTicket and Command and related test cases',1477355646,4,1,54,4
csc216-601-P2-25,b'Clear FindBugs and CheckStyle warnings',1477349327,2,15,7,2
csc216-601-P2-25,b'Update implementation of TrackedTicket class',1477348203,1,5,6,1
csc216-601-P2-25,b'Update TrackedTicket',1477347911,1,11,40,1
csc216-601-P2-25,b'Update implementation of TrackedTicket and TrackedTicketTest',1477346032,2,21,58,2
csc216-601-P2-25,b'Implement test cases in NoteTest',1477341618,1,6,12,1
csc216-601-P2-25,b'Update Command constructor and add test cases for Command',1477341337,2,2,86,2
csc216-601-P2-25,b'Clear checkstyle warnings in Command NoteTest and TicketTrackerModel',1477340510,3,3,4,3
csc216-601-P2-25,b'Fix TrackedTicket method names and test cases',1477328640,2,3,3,2
csc216-601-P2-25,b'Move TrackedTicketTest to test folder',1477327209,2,145,145,2
csc216-601-P2-25,b'Add test folder with NoteTest and TrackedTicketTest ',1477326883,3,0,204,3
csc216-601-P2-25,b'Update private class constants to public',1477326573,2,8,8,2
csc216-601-P2-25,b'Update TicketTrackerModel and TrackedTicketList importing other\nimplemented skeleton classes',1477293493,2,0,8,2
csc216-601-P2-25,b'Update TrackedTicket implementation adding inner classes and variables',1477293303,1,6,135,1
csc216-601-P2-25,b'Implement Command and implement Note',1477292232,2,13,56,2
csc216-601-P2-25,b'Add Command and TicketXML jar file',1477290266,3,0,103,3
csc216-601-P2-25,b'Add inner class interface to TrackedTicket',1477288591,1,0,27,1
csc216-601-P2-25,b'Add skeleton of Note TicketTrackerModel TrackedTicket and\nTrackedTicketList',1477288455,4,0,468,4
csc216-601-P2-25,b'Project 2: Add TicketTrackerGUI',1477180005,5,0,2626,5
csc216-601-P2-25,b'Initial commit',1470765955,0,0,0,0
csc216-601-P2-26,b'Removed the id and creates new list on load',1478297458,2,6,2,2
csc216-601-P2-26,b'Removing changes from TTL to return entire list if empty',1478297169,1,6,0,1
csc216-601-P2-26,b'Completed BBTP',1478296792,11,0,116,11
csc216-601-P2-26,b'Regenerating javadocs',1478294300,58,126,131,58
csc216-601-P2-26,"bMerge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-601-P2-26.git""""""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-601-P2-26.git""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-601-P2-26.git""",1478294056,0,0,0,0
csc216-601-P2-26,b'Reverting change',1478270898,1,4,0,1
csc216-601-P2-26,b'Updated Tracked ticket so that exception is thrown if the ticket does not have an owner and is not new',1478270293,1,0,4,1
csc216-601-P2-26,b'throws an error if owner is null and not new',1478293889,2,0,21,2
csc216-601-P2-26,b'Adding fixes based on BBT moved the trackedTicketList new to private',1478231342,2,1,5,2
csc216-601-P2-26,b'Refactored TTM to have a arrayDisplay for each Array',1478230478,1,4,14,1
csc216-601-P2-26,b'Fixed TTM trackedTicketList to output title on last col',1478230289,1,1,1,1
csc216-601-P2-26,b'Moved error message throw on TTM to TTL for null filter',1478230103,2,6,6,2
csc216-601-P2-26,b'returning flag to null when moving from closed',1478229917,1,0,2,1
csc216-601-P2-26,b'fixing PMD errors',1478229772,3,4,230,3
csc216-601-P2-26,b'Completed TTM and Junit tests',1478229531,7,31,298,7
csc216-601-P2-26,b'Completed implementation of TTList and Junit',1478220399,4,33,349,4
csc216-601-P2-26,b'Complete coverage on TrackedTicket',1478144336,2,20,606,2
csc216-601-P2-26,b'More progress on TrackedTicket and Junit',1478053011,26,19,847,26
csc216-601-P2-26,b'More updates to TrackedTicket',1477884496,1,48,151,1
csc216-601-P2-26,b'More coverage for command. More development in TrackedTicket.',1477803507,2,11,21,2
csc216-601-P2-26,b'Updated messages and create note Junit',1477768129,4,53,73,4
csc216-601-P2-26,b'Adding Javadocs and JUnit test for Command',1477765757,62,7,11192,62
csc216-601-P2-26,b'Adds test files for back bone',1477443844,6,0,112,6
csc216-601-P2-26,b'Added more skeletons and javadocs',1477443328,3,0,230,3
csc216-601-P2-26,b'Javadocs on TrackedTicket',1477437508,1,14,107,1
csc216-601-P2-26,b'More back bone to command and notes',1477432762,5,6,163,5
csc216-601-P2-26,b'Starting the back bones',1477278376,4,0,2881,4
csc216-601-P2-26,b'Added Ticket Jar',1477254558,2,0,1,2
csc216-601-P2-26,b'Created Project 2 Repo',1477254198,4,0,35,4
csc216-601-P2-26,b'Initial commit',1470765960,0,0,0,0
csc216-601-P2-27,b'Trying to fix empty list error',1478339876,1,1,3,1
csc216-601-P2-27,b'Ran Black Box Tests',1478339625,63,0,2710,63
csc216-601-P2-27,b'Trying to fix empty list test error',1478338238,1,14,24,1
csc216-601-P2-27,b'Fixed NullPointerException error',1478337521,2,1,23,2
csc216-601-P2-27,b'Fixed Owner update error again',1478337148,1,1,1,1
csc216-601-P2-27,b'Fixed owner update problem',1478336961,1,1,1,1
csc216-601-P2-27,b'Fixed error in TrackedTicket construction',1478336704,2,0,16,2
csc216-601-P2-27,b'Trying to get back to over 80% coverage',1478336428,1,1,5,1
csc216-601-P2-27,b'Fixed getFlagName error',1478336034,1,1,7,1
csc216-601-P2-27,b'Fixed the flag names',1478335823,3,5,11,3
csc216-601-P2-27,b'Finished implementing and testing',1478335366,8,41,1972,8
csc216-601-P2-27,b'Tested TrackedTicket class',1478323347,52,67,1351,52
csc216-601-P2-27,b'Finished implementing classes',1478237916,4,23,120,4
csc216-601-P2-27,b'Finished updating TrackedTicket',1478217220,1,31,199,1
csc216-601-P2-27,b'Implemented Note Command and TrackedTicket',1478212912,5,63,502,5
csc216-601-P2-27,b'Fixed issue in getTicketsBySubmitter method',1477606821,1,1,1,1
csc216-601-P2-27,b'Fixed incorrect Ticket capitalization in TrackedTicketList',1477606698,1,1,1,1
csc216-601-P2-27,b'Chamged TrackedTickets to Tickets in necessary cases',1477606547,2,3,5,2
csc216-601-P2-27,b'Finished skeleton for src folder and created test folder skeleton',1477605711,6,0,252,6
csc216-601-P2-27,b'Created skeleton of packages and classes',1477602152,11,0,3068,11
csc216-601-P2-27,b'Initial commit',1470765964,0,0,0,0
csc216-601-P2-28,b'P2: Final commit - Update Javadoc\n',1478218340,57,119,120,57
csc216-601-P2-28,b'P2: Add black box test results\n',1478218284,1,0,0,1
csc216-601-P2-28,b'P2: Add Javadoc\n',1477343135,60,0,11036,60
csc216-601-P2-28,b'P2: Fix accepting null owner and submitter\n',1477342915,2,3,12,2
csc216-601-P2-28,b'P2: Debug obscure CommandValue names\n',1477342477,2,6,6,2
csc216-601-P2-28,b'P2: Fix coverage of TicketTracker.WorkingState\n',1477336922,1,0,12,1
csc216-601-P2-28,b'P2: Fix coverage of TicketTracker.ClosedState\n',1477336666,1,0,19,1
csc216-601-P2-28,b'P2: Fix PMD warnings\n',1477336238,2,2,5,2
csc216-601-P2-28,b'P2: Debug lingering tickets in model with createNewTicketList in test case\n',1477335299,1,0,1,1
csc216-601-P2-28,b'P2: Implement TrackedTrackerModel(Test)\n',1477335230,33,41,1145,33
csc216-601-P2-28,b'P2: Implement TrackedTicketList and TrackedTicketListTest\n',1477297154,4,33,288,4
csc216-601-P2-28,b'P2: Add a lot to TrackedTicketTest\n',1477290238,2,57,219,2
csc216-601-P2-28,b'P2: TrackedTicket First Draft with States\n',1477282666,2,7,242,2
csc216-601-P2-28,b'P2: Major implementation ongoing in TrackedTicket\n',1477279597,4,73,313,4
csc216-601-P2-28,b'P2: Implement Command and Note\n',1477269420,2,61,60,2
csc216-601-P2-28,b'P2: Change TrackedTicketList constructor to public\n',1477268846,1,1,1,1
csc216-601-P2-28,b'P2: Add TicketTrackerModel\n',1477268216,1,0,102,1
csc216-601-P2-28,b'P2: Revert implementation to create skeleton.  Add TrackedTicket and TrackedTicketList\n',1477267542,4,48,614,4
csc216-601-P2-28,b'P2: Implement NoteTest and Note\n',1477258145,3,0,408,3
csc216-601-P2-28,b'P2: Add CommandTest\n',1477255310,2,5,7,2
csc216-601-P2-28,b'P2: Add Command.java rough draft\n',1477252849,4,0,2766,4
csc216-601-P2-28,b'Project 2 Initial Commit: Static Analysis Tool Settings\n',1477190652,8,0,426,8
csc216-601-P2-28,b'Initial commit',1470765969,0,0,0,0
csc216-601-P2-30,b'Project 2 Final Commit',1478298081,2,7,9,2
csc216-601-P2-30,b'Updated and ran BBTP',1478284130,5,0,3,5
csc216-601-P2-30,b'Generated updated Javadoc',1478242525,107,1282,3580,107
csc216-601-P2-30,b'Updated getInstance() in TicketTrackerModel',1478241993,10,701,800,10
csc216-601-P2-30,b'Added check for null in executeCommand() in TrackedTicketList',1478240174,1,1,2,1
csc216-601-P2-30,b'Added check for null in deleteTicketById() in TrackedTicketList',1478239873,1,19,17,1
csc216-601-P2-30,b'Added check for state in getTicketsByOwner in TrackedTicketList',1478239035,2,2,5,2
csc216-601-P2-30,b'Updated checks for null Owner in TrackedTicket',1478238458,1,3,9,1
csc216-601-P2-30,b'Updated TrackedTicketList',1478238001,1,1,11,1
csc216-601-P2-30,b'Added missing functionality to log Note in updateState()',1478237258,1,1,4,1
csc216-601-P2-30,b'Reworked TrackedTicket(Ticket) constructor and getXMLTicket() in\nTrackedTicket.  Implemented and ran more JUnit tests in\nTicketTrackerModel.  Implemented LoadTicketsFromFile() and\nSaveTicketsToFile() in TicketTrackerModel.',1478236973,32,112,627,32
csc216-601-P2-30,b'Updated resetting Flag in ClosedState of TrackedTicket',1478222636,2,24,31,2
csc216-601-P2-30,b'Updated setFlag() in TrackedTicket',1478222315,1,2,7,1
csc216-601-P2-30,b'Checked for null parameters in getTicketsByOwner() and\ngetTicketsBySubmitter() in TrackedTicketList',1478220517,1,0,7,1
csc216-601-P2-30,b'Updated Flag String formatting in TrackedTicket',1478220279,2,2,3,2
csc216-601-P2-30,b'Updated order of parameters in Command constructor',1478219811,4,14,14,4
csc216-601-P2-30,b'Updated getNoteArray() in Note',1478219139,2,4,4,2
csc216-601-P2-30,b'Updated setCounter() in TrackedTicket',1478218841,1,1,4,1
csc216-601-P2-30,b'Reversed order in getNotesArray() of TrackedTicket',1478218621,3,5,4,3
csc216-601-P2-30,b'Continuing to write and run JUnit tests.',1478218120,6,251,714,6
csc216-601-P2-30,b'Updated CommandTest and NoteTest with JUnit tests',1478038294,3,45,218,3
csc216-601-P2-30,b'Implemented methods in Note TrackedTicket TrackedTicketList\nTicketTrackerModel and Command',1478025736,9,95,421,9
csc216-601-P2-30,b'Updated Javadoc for Project 2',1477690195,114,145,27491,114
csc216-601-P2-30,b'Added test folder and skeletons of JUnit tests',1477167026,7,0,273,7
csc216-601-P2-30,b'Corrected List import',1477166371,1,7,7,1
csc216-601-P2-30,b'Removed parameters from List',1477166167,1,4,4,1
csc216-601-P2-30,b'Changed ArrayList to List to match UML diagram.',1477166042,1,4,4,1
csc216-601-P2-30,b'Project 2 Initial Commit - very rough skeleton of code based on UML',1477165800,11,0,3110,11
csc216-601-P2-30,b'Initial commit',1470765979,0,0,0,0
csc216-601-P2-31,b'Project 2 Final Submission',1478315601,1,1,1,1
csc216-601-P2-31,b'Fixed style errors.',1478309730,4,4,6,4
csc216-601-P2-31,b'Updated TrackedTicketTest.',1478308735,1,1,1,1
csc216-601-P2-31,b'Updated testIncrementCounter.',1478307481,1,1,2,1
csc216-601-P2-31,b'Fixed errors in TicketTrackerModel.',1478307239,4,41,29,4
csc216-601-P2-31,b'Fixed style errors in TicketTracker.',1478304275,5,15,11,5
csc216-601-P2-31,b'Fixed Checkstyle errors in TicketTrackerModelTest.',1478208330,1,32,10,1
csc216-601-P2-31,b'Fixed CheckStyle errors in TicketTracker.',1478208192,4,10,9,4
csc216-601-P2-31,b'Updated TicketTrackerModelTest.',1478201871,1,5,68,1
csc216-601-P2-31,b'Updated TicketTrackerModel.',1478200073,2,5,4,2
csc216-601-P2-31,b'Updated TicketTrackerModelTest.',1478198594,3,7,43,3
csc216-601-P2-31,b'Updated TrackedTicket to correct State implementation.',1478187758,4,73,82,4
csc216-601-P2-31,b'Updated TicketTrackerModel.',1478168694,2,29,51,2
csc216-601-P2-31,b'Updated TicketTrackerModel.',1478098771,1,21,38,1
csc216-601-P2-31,b'Implemented TicketTrackerModel.',1478098219,1,2,20,1
csc216-601-P2-31,b'Updated TicketTrackerModel.',1478082605,3,5,31,3
csc216-601-P2-31,b'Began testing TicketTrackerModel.',1478053351,3,29,47,3
csc216-601-P2-31,b'Tested TrackedTicketList.',1478027039,3,31,128,3
csc216-601-P2-31,b'Updated TicketTrackerModel.',1477943500,1,1,47,1
csc216-601-P2-31,b'Began testing TrackedTicketList.',1477881195,28,58,831,28
csc216-601-P2-31,b'Skeleton submission: fixed Checkstyle errors.',1477683741,3,10,10,3
csc216-601-P2-31,b'Updated Project2 to correct CheckStyle errors.',1477683506,8,106,271,8
csc216-601-P2-31,b'Updated TrackedTicketList.',1477584837,1,11,11,1
csc216-601-P2-31,b'Updated TrackedTicket.',1477572162,1,3,13,1
csc216-601-P2-31,b'Corrected CommandTest.',1477529482,1,2,2,1
csc216-601-P2-31,b'Updated Command to fix method names.',1477529384,1,2,2,1
csc216-601-P2-31,b'Implemented skeleton for remaining Ticket Tracker classes.',1477508240,6,4,608,6
csc216-601-P2-31,b'Updated TrackedTicket. Need to implement getters for States.',1477496472,1,1,132,1
csc216-601-P2-31,b'Created TrackedTicket.',1477477754,1,0,7,1
csc216-601-P2-31,b'Tested the Note class.',1477444649,3,18,77,3
csc216-601-P2-31,b'Tested Command.',1477443065,2,8,98,2
csc216-601-P2-31,b'Created Project2 began implementation.',1477424837,11,0,2943,11
csc216-601-P2-31,b'Initial commit',1470765984,0,0,0,0
csc216-601-P2-32,b'Edited some comments',1478302604,2,17,1,2
csc216-601-P2-32,b'Created and executed the BBTP and generated Javadoc files for the src\nfolder.',1478231067,64,3,11096,64
csc216-601-P2-32,b'Added a check for null ticket in TrackedTicketList.excecuteCommand()',1478120301,2,2,5,2
csc216-601-P2-32,b'Modified some comments in TrackedTicketListTest.  I have 1 error\nremaining and I am struggling to fix it.',1478053280,1,2,1,1
csc216-601-P2-32,"bModified line 87 of TrackedTicket to set this TrackedTicket's id to that\nof Ticket""""""""Modified line 87 of TrackedTicket to set this TrackedTicket's id to that\nof Ticket""""Modified line 87 of TrackedTicket to set this TrackedTicket's id to that\nof Ticket""",1478051942,2,2,5,2
csc216-601-P2-32,b'Modified TrackedTicketList.getListByOwner and\nTrackedTicketList.getListBySubmitter to throw IllegalArgumentException\nwhen the method parameter is null or an empty string',1478047075,1,0,8,1
csc216-601-P2-32,b'Reverted previous change and modified the implementation of\nTrackedTicket.getFlagString to return the appropriate public constants\nfrom the Command class',1478046565,3,7,18,3
csc216-601-P2-32,"b'added .toLowerCase()"" on line 189 of TrackedTicket to make expeced\nResolved match RESOLVED'""""'added "".toLowerCase()"" on line 189 of TrackedTicket to make expeced\nResolved match R""""added "".toLowerCase()"" on line 189 of TrackedTicket to make expeced\nResolved """"dded "".toLowerCase()"" on line 189 of TrackedTicket to make expeced\nRes""""ded "".toLowerCase()"" on line 189 of TrackedTicket to make expeced""""ed "".toLowerCase()"" on line 189 of TrackedTicket to make exp""""d "".toLowerCase()"" on line 189 of TrackedTicket to make """" "".toLowerCase()"" on line 189 of TrackedTicket to mak"""""".toLowerCase()"" on line 189 of TrackedTicket to ma"""".toLowerCase()"" on line 189 of TrackedTicket to ma""""toLowerCase()"" on line 189 of Track""""oLowerCase()"" on line""""LowerCas""",1478045178,1,1,1,1
csc216-601-P2-32,b'Added missing assert statements in two test cases.',1478044125,2,5,6,2
csc216-601-P2-32,b'Fixed some PMD violations',1478043438,3,76,133,3
csc216-601-P2-32,b'Fixed two command errors in TrackedTicketListTest',1478041927,1,2,2,1
csc216-601-P2-32,b'Achieved over 90% coverage for all classes',1478041422,4,23,79,4
csc216-601-P2-32,b'Fixed some state transition error.',1477968905,2,13,13,2
csc216-601-P2-32,"bAchieved over 80% coverage on TrackedTicketList.  Only\nTicketTrackerModel hasn't reached coverage threshold.""""""""Achieved over 80% coverage on TrackedTicketList.  Only\nTicketTrackerModel hasn't reached coverage threshold.""""Achieved over 80% coverage on TrackedTicketList.  Only\nTicketTrackerModel hasn't reached coverage threshold.""",1477888203,5,26,107,5
csc216-601-P2-32,b'Implemented TicketTrackerModel and achieved over 90% coverage for the\ncommand and ticket packages',1477862096,5,65,415,5
csc216-601-P2-32,b'Properly renamed TrackedTicketList.executeCommand()',1477698866,3,2,6,3
csc216-601-P2-32,b'Added test files',1477698314,25,0,491,25
csc216-601-P2-32,b'Created the outlines non-GUI test classes',1477689210,7,6,509,7
csc216-601-P2-32,b'Implemented all non-test classes except TicketTrackerModel.',1477627648,5,22,240,5
csc216-601-P2-32,b'Created the packages and moste of the classes.  Partially implemented\nTrackedTicket.',1477545331,11,0,3463,11
csc216-601-P2-32,b'Initial commit',1470765989,0,0,0,0
csc216-601-P2-35,b'Delete unused import',1478301945,1,31,1,1
csc216-601-P2-35,b'update test',1478301711,1,1,1,1
